duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,num_root,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,attack_type
8.78,tcp,ftp,SF,770.0,1144,0,0,4,2,2,0,81,41,0.05,0.05,0.98,0.07,80,74,BruteForce
11.29,tcp,ftp,REJ,332.0,798,0,0,1,4,1,0,13,44,0.19,0.35,0.84,0.03,141,102,BruteForce
0.0,tcp,private,REJ,1024.0,0,0,0,0,0,0,0,390,209,0.87,0.14,1.0,0.06,255,51,DoS
4.63,tcp,ftp,REJ,526.0,1007,0,0,3,2,1,0,70,63,0.04,0.26,0.95,0.0,46,139,BruteForce
71.45,tcp,dns,SF,146.0,279,0,0,0,0,0,0,47,40,0.28,0.15,0.65,0.37,255,24,Botnet
93.45,udp,dns,SF,265.0,98,0,0,1,0,0,0,116,7,0.12,0.29,0.56,0.24,255,27,Botnet
95.43,udp,dns,SF,315.0,222,0,0,0,0,0,0,55,21,0.18,0.24,0.41,0.29,255,8,Botnet
28.63,tcp,dns,SF,382.0,147,0,0,0,0,0,0,48,18,0.08,0.22,0.76,0.3,255,27,Botnet
5.71,tcp,ftp,SF,780.0,1005,0,0,5,5,1,0,82,66,0.06,0.27,0.94,0.04,135,88,BruteForce
7.53,tcp,ftp,REJ,681.0,344,0,0,4,5,0,0,16,38,0.02,0.05,0.82,0.0,67,109,BruteForce
0.0,tcp,http,S0,0.0,0,0,0,0,0,0,0,453,300,0.88,0.13,0.94,0.07,255,75,DoS
38.95,tcp,private,S0,299.0,334,0,0,1,0,0,0,127,9,0.11,0.0,0.44,0.5,255,48,Botnet
0.0,tcp,other,S0,1024.0,0,0,0,0,0,0,0,494,331,0.87,0.1,0.89,0.05,255,195,DoS
7.21,tcp,ssh,SF,446.0,783,0,0,1,5,2,0,97,61,0.06,0.09,0.97,0.02,100,124,BruteForce
2.48,tcp,ssh,SF,749.0,551,0,0,3,5,1,0,78,19,0.17,0.33,0.86,0.07,45,103,BruteForce
1.39,tcp,ftp,SF,451.0,420,0,0,2,2,2,0,21,93,0.1,0.32,1.0,0.09,56,58,BruteForce
2.12,tcp,ssh,SF,163.0,1039,0,0,2,2,0,0,69,98,0.09,0.08,0.94,0.01,91,100,BruteForce
4.72,tcp,ftp,REJ,602.0,189,0,0,5,5,0,0,28,66,0.09,0.37,0.93,0.09,70,128,BruteForce
81.35,udp,private,SF,173.0,69,0,0,0,0,1,0,146,22,0.13,0.01,0.76,0.26,255,13,Botnet
14.13,tcp,ssh,SF,611.0,442,0,0,5,5,0,0,13,70,0.12,0.28,0.81,0.02,147,61,BruteForce
0.0,udp,private,S0,64.0,0,0,0,0,0,0,0,426,288,0.86,0.01,0.97,0.06,255,201,DoS
7.76,udp,other,SF,98.0,2309,0,0,0,0,0,0,30,11,0.0,0.03,0.85,0.15,64,120,Normal
47.63,udp,dns,S0,149.0,130,0,0,0,0,0,0,130,15,0.25,0.09,0.55,0.28,255,10,Botnet
0.0,tcp,other,S0,1024.0,0,0,0,0,0,0,0,342,199,0.88,0.06,0.94,0.09,255,193,DoS
99.38,tcp,private,SF,352.0,92,0,0,1,0,0,0,88,26,0.13,0.21,0.45,0.51,255,47,Botnet
80.84,udp,private,SF,357.0,55,0,0,0,0,0,0,137,43,0.08,0.25,0.67,0.48,255,25,Botnet
0.55,tcp,ssh,SF,1408.0,3954,0,0,0,0,0,0,4,26,0.0,0.0,0.96,0.04,12,178,Normal
0.01,tcp,ftp,SF,2768.0,6734,0,0,0,0,0,0,14,34,0.0,0.06,0.87,0.1,93,129,Normal
0.29,tcp,ftp,SF,1119.0,8583,0,0,0,0,0,0,3,27,0.01,0.0,0.97,0.13,9,101,Normal
0.53,tcp,ftp,SF,1187.0,6044,0,0,0,0,0,0,1,23,0.0,0.0,0.81,0.08,34,62,Normal
0.33,tcp,dns,SF,1077.0,11665,0,0,0,0,0,0,17,12,0.0,0.0,0.97,0.08,96,52,Normal
66.73,tcp,dns,SF,332.0,174,0,0,0,0,0,0,54,8,0.29,0.15,0.6,0.35,255,9,Botnet
1.51,tcp,http,SF,,2057,0,0,0,0,0,0,19,33,0.0,0.0,0.87,0.04,85,135,Normal
5.91,tcp,ssh,SF,107.0,1129,0,0,4,5,0,0,62,24,0.13,0.12,0.89,0.04,40,43,BruteForce
0.0,tcp,other,S0,64.0,0,0,0,0,0,0,0,377,425,0.78,0.07,0.95,0.05,255,16,DoS
5.31,tcp,http,SF,369.0,691,0,0,0,0,0,0,9,13,0.0,0.0,0.92,0.03,9,184,Normal
0.0,tcp,other,REJ,512.0,0,0,0,0,0,0,0,415,358,0.82,0.12,0.93,0.0,255,101,DoS
1.11,tcp,ftp,REJ,446.0,493,0,0,1,5,1,0,41,83,0.07,0.29,0.81,0.08,32,68,BruteForce
13.87,tcp,smtp,REJ,776.0,1181,0,0,1,2,2,0,43,61,0.11,0.14,0.98,0.03,24,24,BruteForce
3.95,tcp,ftp,SF,146.0,8365,0,0,0,0,0,0,13,27,0.0,0.0,0.94,0.15,47,231,Normal
8.05,tcp,ftp,REJ,245.0,1180,0,0,2,4,0,0,36,53,0.14,0.03,0.94,0.01,55,83,BruteForce
7.33,tcp,smtp,SF,676.0,179,0,0,2,5,0,0,88,44,0.02,0.36,0.83,0.1,98,70,BruteForce
92.97,udp,dns,SF,216.0,88,0,0,0,0,0,0,40,18,0.09,0.15,0.58,0.6,255,11,Botnet
5.87,tcp,ftp,REJ,681.0,443,0,0,3,2,1,0,99,40,0.01,0.08,0.88,0.06,116,76,BruteForce
0.0,tcp,http,S0,512.0,0,0,0,0,0,0,0,460,441,0.96,0.16,0.93,0.09,255,19,DoS
5.49,tcp,http,SF,3631.0,4891,0,0,0,0,0,0,9,1,0.02,0.0,0.97,0.1,74,201,Normal
8.6,tcp,smtp,SF,236.0,202,0,0,4,2,1,0,97,19,0.12,0.21,0.89,0.08,96,68,BruteForce
14.5,tcp,smtp,SF,143.0,866,0,0,4,3,0,0,35,24,0.19,0.11,0.93,0.02,89,73,BruteForce
13.03,tcp,smtp,REJ,101.0,139,0,0,2,4,1,0,38,22,0.19,0.01,0.81,0.04,116,72,BruteForce
4.65,tcp,dns,SF,781.0,3296,0,0,0,0,0,0,6,21,0.0,0.0,0.96,0.13,16,140,Normal
0.05,tcp,http,SF,312.0,2186,0,0,0,0,0,0,32,19,0.02,0.05,0.95,0.11,13,90,Normal
0.66,tcp,other,SF,1063.0,29284,0,0,0,0,0,0,33,28,0.01,0.01,0.9,0.01,22,153,Normal
9.76,tcp,ftp,REJ,517.0,609,0,0,3,4,0,0,52,94,0.16,0.02,0.95,0.02,93,90,BruteForce
2.16,tcp,ftp,REJ,611.0,572,0,0,4,2,0,0,77,50,0.01,0.07,0.81,0.06,46,67,BruteForce
0.0,tcp,private,REJ,512.0,0,1,0,0,0,0,0,278,388,0.75,0.01,0.91,0.09,255,138,DoS
0.0,udp,http,S0,0.0,0,0,0,0,0,0,0,389,323,0.91,0.11,0.98,0.07,255,172,DoS
6.96,udp,smtp,SF,817.0,18319,0,0,0,0,0,0,5,32,0.0,0.0,0.94,0.07,6,105,Normal
0.0,tcp,http,S0,0.0,0,0,0,0,0,0,0,435,182,0.9,0.07,0.86,0.03,255,240,DoS
6.22,tcp,smtp,SF,107.0,478,0,0,2,2,0,0,88,38,0.11,0.28,0.82,0.04,35,106,BruteForce
0.42,udp,other,SF,334.0,7327,0,0,0,0,0,0,33,22,0.0,0.0,0.96,0.07,95,64,Normal
6.71,tcp,ssh,SF,795.0,129,0,0,5,3,0,0,93,17,0.08,0.19,0.92,0.02,29,127,BruteForce
6.63,tcp,ftp,SF,597.0,106,0,0,5,2,0,0,88,75,0.08,0.39,0.81,0.06,27,142,BruteForce
96.36,udp,dns,SF,160.0,335,0,0,0,0,0,0,100,36,0.14,0.12,0.43,0.38,255,39,Botnet
7.54,tcp,ftp,SF,282.0,572,0,0,1,2,0,0,88,29,0.08,0.38,0.84,0.1,44,147,BruteForce
4.87,tcp,smtp,SF,369.0,438,0,0,1,3,2,0,62,87,0.14,0.23,0.95,0.09,147,100,BruteForce
60.91,tcp,dns,SF,391.0,262,0,0,0,0,1,0,27,35,0.06,0.18,0.55,0.54,255,20,Botnet
76.48,tcp,other,SF,334.0,384,0,0,0,0,0,0,27,26,0.04,0.04,0.68,0.57,255,38,Botnet
9.29,tcp,smtp,REJ,195.0,729,0,0,4,2,0,0,45,30,0.02,0.18,0.81,0.04,51,126,BruteForce
33.99,tcp,other,SF,159.0,219,0,0,0,0,1,0,66,26,0.07,0.0,0.71,0.53,255,12,Botnet
9.16,tcp,ssh,REJ,159.0,163,0,0,2,4,0,0,57,54,0.15,0.35,0.92,0.05,46,130,BruteForce
3.0,tcp,ssh,REJ,111.0,1020,0,0,5,3,0,0,57,83,0.04,0.28,0.84,0.07,133,59,BruteForce
2.52,udp,http,SF,2830.0,18627,0,0,0,0,0,0,4,10,0.0,0.0,0.97,0.03,64,78,Normal
96.98,tcp,private,SF,386.0,201,0,0,1,0,0,0,93,19,0.15,0.3,0.57,0.41,255,5,Botnet
7.34,tcp,ssh,SF,754.0,900,0,0,2,5,0,0,13,23,0.19,0.1,1.0,0.07,66,60,BruteForce
11.69,tcp,smtp,REJ,,996,0,0,4,5,1,0,81,28,0.2,0.02,0.98,0.07,73,124,BruteForce
43.24,udp,dns,SF,309.0,113,0,0,0,0,0,0,40,17,0.24,0.12,0.65,0.46,255,6,Botnet
100.71,tcp,dns,SF,236.0,211,0,0,0,0,0,0,70,5,0.08,0.24,0.69,0.34,255,18,Botnet
13.75,tcp,smtp,SF,299.0,477,0,0,5,5,0,0,66,23,0.06,0.15,0.91,0.05,125,43,BruteForce
95.69,tcp,dns,SF,188.0,61,0,0,0,0,1,0,148,20,0.11,0.04,0.43,0.33,255,10,Botnet
0.52,udp,other,SF,671.0,8318,0,0,0,0,0,0,8,4,0.04,0.0,0.92,0.12,9,227,Normal
1.5,tcp,ssh,SF,132.0,1687,0,0,0,0,0,0,8,30,0.0,0.0,0.98,0.14,23,84,Normal
3.31,tcp,ftp,REJ,498.0,213,0,0,4,2,2,0,14,60,0.08,0.14,0.84,0.01,102,123,BruteForce
71.66,tcp,private,SF,191.0,326,0,0,1,0,0,0,30,27,0.15,0.23,0.72,0.55,255,10,Botnet
76.26,udp,dns,S0,50.0,371,0,0,0,0,0,0,48,9,0.12,0.08,0.71,0.54,255,29,Botnet
0.0,tcp,http,S0,1024.0,0,0,0,0,0,0,0,463,439,0.84,0.18,0.91,0.07,255,163,DoS
0.0,tcp,other,REJ,0.0,0,0,0,0,0,0,0,414,452,0.91,0.19,0.87,0.03,255,16,DoS
64.64,udp,dns,SF,168.0,199,0,0,0,0,0,0,145,34,0.3,0.2,0.47,0.37,255,7,Botnet
0.98,tcp,other,SF,1366.0,5999,0,0,0,0,0,0,33,20,0.0,0.0,0.87,0.14,87,170,Normal
0.0,tcp,other,REJ,64.0,0,0,0,0,0,0,0,325,388,0.95,0.01,0.99,0.06,255,213,DoS
0.09,tcp,http,S0,40.0,0,0,0,0,0,0,0,227,1,0.36,0.55,0.16,0.73,102,8,PortScan
0.3,tcp,other,REJ,40.0,0,0,0,0,0,0,0,209,1,0.69,0.82,0.17,1.0,251,3,PortScan
12.85,tcp,ssh,SF,794.0,1050,0,0,3,5,0,0,76,49,0.16,0.23,0.84,0.03,138,36,BruteForce
94.93,tcp,dns,S0,81.0,154,0,0,0,0,0,0,23,21,0.29,0.05,0.78,0.48,255,7,Botnet
5.7,tcp,ssh,REJ,535.0,320,0,0,4,5,0,0,67,61,0.02,0.25,0.92,0.09,142,71,BruteForce
0.0,tcp,http,REJ,64.0,0,0,0,0,0,0,0,246,411,0.9,0.02,0.93,0.09,255,25,DoS
0.0,tcp,http,S0,1024.0,0,0,0,0,0,0,0,293,326,0.86,0.01,0.85,0.09,255,31,DoS
1.58,tcp,ftp,SF,270.0,9128,0,0,0,0,0,0,24,21,0.04,0.01,0.97,0.12,68,213,Normal
96.88,tcp,private,SF,121.0,311,0,0,0,0,0,0,29,19,0.17,0.11,0.49,0.33,255,47,Botnet
0.27,udp,smtp,SF,1363.0,3132,0,0,0,0,0,0,29,15,0.0,0.01,0.83,0.02,74,110,Normal
2.78,udp,http,SF,855.0,4653,0,0,0,0,0,0,19,7,0.0,0.0,0.81,0.05,24,252,Normal
61.64,udp,other,S0,118.0,248,0,0,0,0,0,0,90,46,0.08,0.18,0.8,0.41,255,42,Botnet
81.5,udp,private,SF,135.0,119,0,0,1,0,0,0,139,45,0.01,0.2,0.59,0.29,255,37,Botnet
1.23,udp,ftp,SF,1224.0,374,0,0,0,0,0,0,5,16,0.01,0.0,0.96,0.01,13,170,Normal
1.03,tcp,ssh,SF,533.0,568,0,0,3,2,1,0,24,95,0.04,0.15,0.93,0.01,78,32,BruteForce
1.21,tcp,ftp,SF,5211.0,7972,0,0,0,0,0,0,15,11,0.0,0.0,0.94,0.09,44,55,Normal
84.97,tcp,private,SF,116.0,133,0,0,0,0,0,0,41,7,0.28,0.27,0.74,0.31,255,6,Botnet
109.95,tcp,other,SF,227.0,320,0,0,0,0,0,0,33,49,0.26,0.14,0.48,0.4,255,47,Botnet
5.9,tcp,ftp,SF,729.0,1126,0,0,5,4,0,0,69,82,0.01,0.09,0.84,0.06,77,146,BruteForce
0.0,tcp,http,REJ,64.0,0,0,0,0,0,0,0,440,321,0.89,0.05,1.0,0.02,255,187,DoS
0.74,tcp,ssh,SF,3209.0,2151,0,0,0,0,0,0,32,16,0.09,0.11,0.81,0.01,33,127,Normal
1.38,udp,ftp,REJ,822.0,2588,0,0,0,0,0,0,14,30,0.0,0.0,0.84,0.1,17,135,Normal
105.0,tcp,dns,SF,168.0,280,0,0,1,0,0,0,77,37,0.13,0.03,0.41,0.52,255,45,Botnet
0.0,tcp,http,SF,1024.0,0,0,0,0,0,0,0,429,329,0.77,0.01,0.97,0.03,255,50,DoS
0.0,udp,ftp,SF,454.0,2170,0,0,0,0,0,0,14,1,0.0,0.0,0.93,0.03,78,97,Normal
0.0,tcp,private,S0,1024.0,0,0,0,0,0,0,0,506,201,0.88,0.18,0.9,0.0,255,199,DoS
41.07,tcp,private,SF,398.0,240,0,0,0,0,0,0,80,26,0.14,0.17,0.58,0.6,255,44,Botnet
76.7,tcp,other,SF,155.0,333,0,0,0,0,0,0,44,22,0.07,0.22,0.59,0.4,255,19,Botnet
34.85,tcp,dns,SF,163.0,181,0,0,2,0,0,0,56,29,0.05,0.09,0.5,0.24,255,34,Botnet
18.88,udp,other,SF,264.0,259,0,0,1,0,0,0,139,40,0.22,0.19,0.55,0.48,255,45,Botnet
5.8,tcp,ssh,SF,173.0,782,0,0,1,5,2,0,60,75,0.01,0.04,0.98,0.06,21,146,BruteForce
3.37,tcp,smtp,SF,703.0,235,0,0,4,5,0,0,33,37,0.12,0.31,0.94,0.05,148,70,BruteForce
9.22,tcp,ftp,SF,634.0,1013,0,0,4,4,0,0,90,22,0.09,0.23,0.82,0.03,146,77,BruteForce
53.73,udp,dns,SF,236.0,230,0,0,0,0,0,0,20,13,0.16,0.12,0.55,0.56,255,26,Botnet
3.34,tcp,ftp,SF,603.0,982,0,0,3,4,0,0,85,12,0.1,0.23,0.9,0.0,86,40,BruteForce
0.07,tcp,other,REJ,0.0,0,0,0,0,0,0,0,198,3,0.29,0.65,0.16,0.81,242,5,PortScan
3.67,udp,http,SF,2703.0,1156,0,0,0,0,0,0,6,20,0.06,0.0,0.81,0.07,63,165,Normal
6.72,tcp,ftp,SF,696.0,645,0,0,4,5,0,0,40,73,0.13,0.12,0.84,0.02,95,99,BruteForce
105.75,tcp,other,SF,182.0,131,0,0,0,0,0,0,134,23,0.12,0.07,0.59,0.29,255,15,Botnet
11.4,tcp,ssh,SF,158.0,303,0,0,3,3,1,0,63,19,0.2,0.29,0.96,0.03,81,108,BruteForce
2.11,tcp,smtp,SF,613.0,510,0,0,2,2,0,0,72,50,0.13,0.09,0.91,0.07,94,146,BruteForce
111.66,tcp,private,SF,214.0,122,0,0,0,0,0,0,29,22,0.19,0.0,0.59,0.38,255,39,Botnet
64.99,udp,private,SF,198.0,51,0,0,0,0,0,0,108,43,0.17,0.07,0.63,0.56,255,9,Botnet
0.0,tcp,http,S0,512.0,0,0,0,0,0,0,0,439,236,0.91,0.02,0.86,0.02,255,47,DoS
0.16,udp,ssh,SF,1653.0,11029,0,0,0,0,0,0,1,30,0.0,0.0,0.82,0.02,43,225,Normal
39.62,udp,private,S0,203.0,194,0,0,0,0,0,0,134,40,0.24,0.09,0.57,0.43,255,29,Botnet
5.44,tcp,ftp,SF,221.0,528,0,0,2,2,0,0,11,43,0.06,0.1,0.91,0.03,22,125,BruteForce
69.07,tcp,private,SF,61.0,50,0,0,0,0,0,0,22,30,0.14,0.29,0.41,0.48,255,25,Botnet
0.0,tcp,private,REJ,0.0,0,0,0,0,0,0,0,241,302,0.97,0.09,0.92,0.07,255,29,DoS
0.9,udp,dns,SF,439.0,7636,0,0,0,0,0,0,27,16,0.0,0.02,0.91,0.05,98,80,Normal
2.74,tcp,smtp,REJ,153.0,749,0,0,1,3,0,0,37,66,0.04,0.15,0.93,0.09,73,145,BruteForce
0.0,tcp,private,S0,1024.0,0,0,0,0,0,0,0,302,326,0.83,0.13,0.93,0.06,255,42,DoS
1.29,udp,ssh,SF,2349.0,18601,0,0,0,0,0,0,16,27,0.0,0.0,0.85,0.14,76,140,Normal
0.0,tcp,private,S0,1024.0,0,3,0,0,0,0,0,206,204,0.91,0.18,0.87,0.01,255,161,DoS
0.0,udp,http,S0,512.0,0,3,0,0,0,0,0,211,463,0.77,0.04,0.98,0.06,255,130,DoS
0.0,udp,private,S0,0.0,0,0,0,0,0,0,0,345,495,0.8,0.1,0.96,0.06,255,19,DoS
0.88,tcp,ftp,SF,1861.0,1220,0,0,0,0,0,0,7,19,0.0,0.01,0.97,0.13,58,189,Normal
32.15,tcp,private,S0,168.0,335,0,0,0,0,1,0,121,13,0.2,0.02,0.7,0.44,255,9,Botnet
32.23,tcp,private,S0,305.0,88,0,0,0,0,0,0,59,30,0.03,0.14,0.65,0.57,255,46,Botnet
71.51,tcp,dns,SF,365.0,236,0,0,0,0,0,0,99,28,0.25,0.1,0.67,0.52,255,47,Botnet
4.07,tcp,ftp,SF,496.0,161,0,0,4,5,0,0,30,67,0.05,0.31,0.86,0.05,76,64,BruteForce
0.0,udp,private,SF,512.0,0,0,0,0,0,0,0,196,274,0.81,0.12,0.98,0.06,255,97,DoS
0.0,tcp,http,S0,512.0,0,0,0,0,0,0,0,173,211,0.91,0.04,0.96,0.09,255,178,DoS
1.01,tcp,ftp,SF,741.0,846,0,0,4,2,0,0,26,52,0.02,0.35,0.96,0.06,138,127,BruteForce
101.09,udp,other,S0,313.0,224,0,0,0,0,0,0,147,32,0.07,0.17,0.76,0.59,255,16,Botnet
4.03,udp,dns,SF,742.0,2054,0,0,0,0,0,0,24,30,0.03,0.0,0.89,0.11,47,155,Normal
0.86,tcp,ftp,SF,703.0,2858,0,0,0,0,0,0,11,23,0.0,0.0,0.92,0.13,13,107,Normal
51.01,tcp,dns,SF,341.0,349,0,0,1,0,0,0,98,21,0.04,0.17,0.7,0.27,255,49,Botnet
5.5,tcp,smtp,SF,616.0,332,0,0,4,2,0,0,64,34,0.1,0.07,0.81,0.07,26,110,BruteForce
81.11,tcp,private,SF,354.0,354,0,0,1,0,0,0,101,13,0.25,0.01,0.5,0.21,255,12,Botnet
108.45,udp,dns,SF,259.0,273,0,0,0,0,0,0,139,17,0.08,0.11,0.54,0.56,255,36,Botnet
1.08,tcp,smtp,SF,3357.0,9598,0,0,0,0,0,0,14,7,0.01,0.0,0.93,0.09,18,222,Normal
0.0,tcp,private,S0,64.0,0,0,0,0,0,0,0,231,372,0.87,0.16,0.87,0.05,255,248,DoS
11.66,tcp,ssh,SF,184.0,1099,0,0,4,4,0,0,32,91,0.14,0.36,0.84,0.03,87,127,BruteForce
0.0,tcp,http,S0,512.0,0,3,0,0,0,0,0,274,465,0.75,0.01,0.9,0.06,255,150,DoS
3.44,tcp,smtp,SF,609.0,540,0,0,2,2,0,0,75,77,0.18,0.17,0.9,0.01,100,60,BruteForce
22.46,tcp,dns,SF,389.0,263,0,0,0,0,0,0,148,45,0.18,0.28,0.57,0.22,255,27,Botnet
0.0,tcp,other,S0,1024.0,0,0,0,0,0,0,0,312,478,0.98,0.07,0.97,0.03,255,143,DoS
12.53,tcp,smtp,SF,442.0,511,0,0,1,5,0,0,83,39,0.18,0.36,0.88,0.07,38,110,BruteForce
27.14,tcp,other,SF,168.0,81,0,0,0,0,0,0,115,36,0.12,0.02,0.72,0.48,255,28,Botnet
71.75,tcp,other,S0,58.0,386,0,0,0,0,0,0,128,12,0.27,0.04,0.55,0.37,255,7,Botnet
0.91,tcp,dns,SF,476.0,9438,0,0,0,0,0,0,12,13,0.11,0.0,0.82,0.14,21,212,Normal
8.56,tcp,dns,SF,678.0,5047,0,0,0,0,0,0,12,3,0.0,0.0,0.8,0.06,50,214,Normal
0.77,tcp,ftp,SF,440.0,6115,0,0,0,0,0,0,29,19,0.0,0.07,1.0,0.14,41,142,Normal
92.25,udp,dns,SF,154.0,139,0,0,0,0,0,0,23,36,0.22,0.29,0.71,0.43,255,10,Botnet
0.18,tcp,http,SF,554.0,4527,0,0,0,0,0,0,3,13,0.0,0.0,0.83,0.1,19,52,Normal
0.0,udp,other,S0,1024.0,0,1,0,0,0,0,0,471,160,0.84,0.14,1.0,0.04,255,232,DoS
10.61,tcp,dns,SF,253.0,84,0,0,0,0,0,0,133,39,0.29,0.19,0.41,0.23,255,28,Botnet
0.12,udp,dns,S0,5260.0,4738,0,0,0,0,0,0,8,31,0.0,0.01,0.86,0.08,49,167,Normal
68.97,tcp,dns,SF,262.0,211,0,0,0,0,0,0,30,46,0.26,0.23,0.59,0.33,255,37,Botnet
14.89,tcp,ftp,SF,473.0,638,0,0,5,4,0,0,49,23,0.11,0.2,0.89,0.08,125,67,BruteForce
22.91,tcp,dns,SF,126.0,300,0,0,0,0,0,0,133,25,0.26,0.23,0.76,0.32,255,21,Botnet
2.66,tcp,smtp,SF,1722.0,11512,0,0,0,0,0,0,17,1,0.0,0.25,0.95,0.09,1,78,Normal
108.47,tcp,private,SF,89.0,133,0,0,1,0,0,0,115,17,0.15,0.12,0.57,0.47,255,7,Botnet
0.0,tcp,other,REJ,64.0,0,0,0,0,0,0,0,247,359,0.82,0.1,0.87,0.05,255,253,DoS
115.07,tcp,other,SF,326.0,359,0,0,1,0,0,0,23,21,0.29,0.0,0.8,0.21,255,19,Botnet
90.19,udp,private,SF,74.0,354,0,0,2,0,0,0,87,49,0.07,0.28,0.45,0.27,255,21,Botnet
0.0,tcp,private,S0,64.0,0,0,0,0,0,0,0,171,433,0.91,0.15,0.95,0.0,255,77,DoS
12.59,tcp,other,SF,279.0,372,0,0,0,0,0,0,57,38,0.18,0.2,0.47,0.29,255,23,Botnet
9.47,tcp,ftp,SF,700.0,679,0,0,2,3,0,0,56,18,0.15,0.19,0.92,0.03,54,63,BruteForce
67.17,tcp,other,S0,353.0,330,0,0,0,0,0,0,121,8,0.25,0.0,0.77,0.21,255,5,Botnet
55.3,udp,private,SF,331.0,230,0,0,0,0,0,0,136,18,0.16,0.09,0.59,0.6,255,45,Botnet
86.12,tcp,dns,S0,134.0,399,0,0,0,0,1,0,136,16,0.23,0.03,0.68,0.6,255,43,Botnet
34.65,tcp,dns,SF,326.0,74,0,0,0,0,0,0,65,22,0.21,0.01,0.62,0.23,255,15,Botnet
2.24,tcp,smtp,SF,582.0,465,0,0,5,3,2,0,73,37,0.07,0.07,0.9,0.02,31,38,BruteForce
0.0,tcp,other,REJ,64.0,0,0,0,0,0,0,0,493,246,0.92,0.16,0.9,0.07,255,38,DoS
0.0,tcp,private,REJ,512.0,0,0,0,0,0,0,0,286,327,0.76,0.12,0.93,0.0,255,39,DoS
0.48,tcp,dns,SF,293.0,6338,0,0,0,0,0,0,28,22,0.04,0.0,0.87,0.02,42,117,Normal
0.0,tcp,private,S0,512.0,0,0,0,0,0,0,0,260,224,0.97,0.05,0.91,0.07,255,123,DoS
2.36,tcp,ftp,SF,606.0,1194,0,0,2,5,0,0,43,51,0.18,0.34,0.93,0.09,78,145,BruteForce
3.63,tcp,ftp,SF,797.0,1117,0,0,2,4,2,0,73,53,0.06,0.09,0.87,0.02,73,33,BruteForce
77.49,tcp,private,SF,332.0,355,0,0,0,0,0,0,64,11,0.15,0.19,0.73,0.44,255,48,Botnet
94.63,tcp,private,S0,333.0,326,0,0,0,0,0,0,93,34,0.24,0.29,0.65,0.45,255,29,Botnet
72.6,udp,other,S0,172.0,325,0,0,0,0,0,0,98,9,0.27,0.2,0.53,0.32,255,14,Botnet
0.0,tcp,other,S0,64.0,0,0,0,0,0,0,0,451,276,0.84,0.05,0.98,0.08,255,70,DoS
112.82,tcp,other,SF,77.0,389,0,0,0,0,0,0,90,21,0.17,0.13,0.56,0.2,255,39,Botnet
93.77,tcp,dns,SF,167.0,314,0,0,0,0,0,0,39,35,0.26,0.08,0.53,0.24,255,33,Botnet
12.16,tcp,other,SF,124.0,363,0,0,0,0,0,0,104,14,0.01,0.09,0.61,0.28,255,6,Botnet
1.57,tcp,ftp,REJ,588.0,465,0,0,1,3,1,0,14,24,0.11,0.15,0.93,0.08,89,140,BruteForce
0.0,tcp,other,S0,0.0,0,0,0,0,0,0,0,426,245,0.94,0.18,0.85,0.03,255,206,DoS
0.0,tcp,http,S0,64.0,0,0,0,0,0,0,0,283,453,0.91,0.14,0.89,0.01,255,80,DoS
6.33,tcp,smtp,SF,766.0,126,0,0,2,2,0,0,20,60,0.2,0.19,0.93,0.01,126,104,BruteForce
3.11,tcp,http,SF,2406.0,1689,0,0,0,0,0,0,29,24,0.0,0.0,0.83,0.13,80,239,Normal
14.45,tcp,ftp,SF,324.0,217,0,0,2,5,0,0,56,82,0.13,0.23,0.97,0.02,95,99,BruteForce
60.68,tcp,other,S0,273.0,322,0,0,0,0,0,0,104,49,0.08,0.19,0.6,0.53,255,31,Botnet
119.98,tcp,private,S0,55.0,326,0,0,0,0,0,0,93,34,0.28,0.08,0.53,0.2,255,44,Botnet
6.41,tcp,ssh,SF,328.0,623,0,0,4,3,0,0,99,62,0.07,0.26,0.82,0.04,127,118,BruteForce
109.21,udp,private,SF,104.0,287,0,0,0,0,0,0,30,43,0.19,0.29,0.47,0.36,255,10,Botnet
0.69,tcp,ssh,SF,555.0,5009,0,0,0,0,0,0,8,19,0.12,0.0,0.83,0.12,17,74,Normal
85.85,tcp,private,SF,55.0,345,0,0,0,0,0,0,143,6,0.02,0.01,0.49,0.54,255,29,Botnet
0.0,tcp,http,S0,1024.0,0,0,0,0,0,0,0,266,464,0.79,0.15,0.85,0.0,255,84,DoS
1.53,tcp,ftp,SF,1414.0,6036,0,0,0,0,0,0,15,21,0.0,0.12,0.94,0.13,78,250,Normal
2.44,tcp,other,S0,466.0,5223,0,0,0,0,0,0,9,7,0.0,0.0,0.82,0.11,69,171,Normal
69.1,udp,other,SF,238.0,224,0,0,0,0,0,0,40,37,0.23,0.17,0.78,0.51,255,31,Botnet
0.29,tcp,dns,SF,314.0,22385,0,0,0,0,0,0,17,30,0.02,0.0,0.91,0.1,99,232,Normal
1.57,tcp,smtp,SF,550.0,990,0,0,4,3,0,0,21,87,0.1,0.38,0.94,0.09,29,67,BruteForce
4.32,tcp,ssh,SF,769.0,552,0,0,3,2,0,0,40,51,0.12,0.11,0.94,0.04,92,81,BruteForce
